,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
14526,569604176960827392,negative,0.705,Customer Service Issue,0.705,American,,gorbell,,0,@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.,,2015-02-22 13:06:33 -0800,"Santa Maria, Califoria",Pacific Time (US & Canada)
2801,568894073345437697,negative,1.0,Customer Service Issue,0.3467,United,,jayfalck,,0,@united I know where to check. My complaint is my ticket said dinner when I booked now it's changed to refreshments. Where's my refund?,,2015-02-20 14:04:51 -0800,"Austin, TX",Central Time (US & Canada)
13740,569729657248985089,negative,0.6641,Customer Service Issue,0.6641,American,,_rtuck,,0,"@AmericanAir  I was told it would be emailed to me, but I haven't received anything yet. How can I follow-up?",,2015-02-22 21:25:10 -0800,,Pacific Time (US & Canada)
10571,569171167174627328,negative,1.0,Customer Service Issue,1.0,US Airways,,observepeople,,0,@USAirways @PRof_Solutions Be prepared for 3+ hours hold times,,2015-02-21 08:25:55 -0800,,Eastern Time (US & Canada)
2522,569139586124910593,negative,1.0,Can't Tell,0.6489,United,,retailtherapy10,,0,@united 15.99 for wireless?  Was 6.99 epic #fail . #greedy #piggy you are the worst!,,2015-02-21 06:20:26 -0800,,Quito
3480,568401790250700800,negative,1.0,Bad Flight,0.6842,United,,WhaddupWorld,,0,@united The flight turned around for mechanical reasons on 1/30/15.  Never to fly United again as they don't check their planes properly.,,2015-02-19 05:28:41 -0800,,
13089,569942084393824256,negative,1.0,Customer Service Issue,1.0,American,,hellomichaellee,,0,@americanair just tried calling. got a high call volume at this moment message and then it said goodbye and hung up…,,2015-02-23 11:29:16 -0800,"Cary, NC",Eastern Time (US & Canada)
9418,569943857418399746,negative,1.0,Customer Service Issue,0.6772,US Airways,,thomashoward88,,0,@USAirways US 728 stated their issues as: no one around to close said door. More strange. Now we're not hearing from pilot for long periods.,,2015-02-23 11:36:19 -0800,,
1395,569743891714347009,negative,1.0,longlines,0.6818,United,,DudeOfTheHouse,,0,"@united If you consider 50 mins for bags @ 10:00pm on a Sunday night ""as fast as they can"", you should reconsider what you think that means.",,2015-02-22 22:21:43 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
12910,569982323598368768,negative,1.0,Late Flight,1.0,American,,jasemccarty,,0,@AmericanAir how is US4623 going to be on time when they are still deplaning at 4:08? This is BS.,,2015-02-23 14:09:10 -0800,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
13027,569957675548721152,negative,1.0,Lost Luggage,0.6867,American,,Robin_Downing,,0,"@AmericanAir Just called regarding my bag, came in yesterday and no one notified more or updated the online record locator #customerservice",,2015-02-23 12:31:13 -0800,,Eastern Time (US & Canada)
13535,569838834810093568,negative,1.0,Customer Service Issue,0.6615,American,,TomGasparetti,,0,@AmericanAir that is absolutely false stmt.  You have a comedy of errors incl no catering etc #GetYourActTogether,,2015-02-23 04:38:59 -0800,,
2390,569232650965102592,negative,1.0,Late Flight,0.6402,United,,c4pyro,,0,@united 4 of us are stranded   And flying from New Orleans to Huston tonight and we will be stuck there for two days. Rather fly than wait.,,2015-02-21 12:30:14 -0800,,
2640,568976065210806272,negative,1.0,Customer Service Issue,1.0,United,,The_CW,,1,@united never flying with you guys ever again. The customer service is piss poor at best.,,2015-02-20 19:30:39 -0800,Ho-Flo/Columbus/NYC,Central Time (US & Canada)
9871,569630712233627648,negative,1.0,Late Flight,0.6718,US Airways,,mmislankar87,,1,"@USAirways told me I deserved to be delayed because I booked the last flight and then I hear ""the only inconvience is missing your flight""",,2015-02-22 14:51:59 -0800,,
2520,569140808227672064,negative,1.0,Late Flight,1.0,United,,LandoForziati,,0,"@united 
Flight UA1665 got delayed 2 hours due to a mechanical issue...could use a free drink or 3 to make up for this inconvenience",,2015-02-21 06:25:17 -0800,"Cloud City, MA",
7775,569254216415481856,negative,1.0,Cancelled Flight,1.0,Delta,,rosenrj,,0,"@JetBlue making a bad situation worse. Cancelled Flighted flight, making us stay overnight in SXM. Won't provide vouchers to stay in a different hotel",,2015-02-21 13:55:56 -0800,,
13628,569789996707803136,negative,1.0,Customer Service Issue,1.0,American,,sarahruthbrady,,0,@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload,,2015-02-23 01:24:56 -0800,,
10168,569509520034156544,negative,0.6769,Late Flight,0.6769,US Airways,,dickie_megan,,0,@USAirways Thank you glad to be home. There were lots of delays with the plane and flight crew didn't show up. It was very frustrating.,,2015-02-22 06:50:25 -0800,,
3207,568596065882017792,negative,1.0,Lost Luggage,1.0,United,,HILL_PARTYofone,,1,"@united I'm in Denver, my bag is in San Jose. See something wrong here.",,2015-02-19 18:20:40 -0800,"Omaha, NE",Central Time (US & Canada)
902,570023071698055168,negative,0.6774,Bad Flight,0.3441,United,,nbhdsheila,,0,@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.,,2015-02-23 16:51:05 -0800,Boston,Eastern Time (US & Canada)
10020,569567629083430912,negative,1.0,Customer Service Issue,1.0,US Airways,,Asiators,,0,@USAirways I've been on hold at the reservations desk for 3 hours. HELP!!!!,,2015-02-22 10:41:19 -0800,"Dallas, TX",Central Time (US & Canada)
7436,569607852236640256,negative,1.0,Can't Tell,0.6706,Delta,,jessbutl,,1,@JetBlue Good perspective. If only this safety concern had been expressed at some point before I arrived at the airport. #communicationiskey,,2015-02-22 13:21:09 -0800,"Brooklyn, NY",
9789,569666926294798338,negative,0.6869,Late Flight,0.6869,US Airways,,crescentmoon01,,0,"@USAirways #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e",,2015-02-22 17:15:53 -0800,"Alexandria, VA",Eastern Time (US & Canada)
10995,568631538541326336,negative,1.0,Can't Tell,1.0,US Airways,,masonkesner,,0,@USAirways worst experience ever with you guys…see my blog tomorrow on my experience. Maybe you can help make it better.,"[35.2203248, -80.94508344]",2015-02-19 20:41:38 -0800,"Arkansas, USA",Central Time (US & Canada)
8311,568498114300153856,negative,1.0,Flight Attendant Complaints,0.3561,Delta,,dougorey,,0,@JetBlue Flight 69 (ha!) - one employee said they were reassigned another said they just left. I just want some warm weather!,"[42.36833796, -71.01525742]",2015-02-19 11:51:27 -0800,"Boston, MA",Eastern Time (US & Canada)
11187,568449323895275520,negative,1.0,Late Flight,1.0,US Airways,,akadish,,0,@USAirways any updates on flight 1917 from Philly to LA?  Been sitting at gate for close to 2 hours,,2015-02-19 08:37:34 -0800,"ÜT: 39.041902,-77.099677",
9817,569652631938985984,negative,1.0,Customer Service Issue,1.0,US Airways,,mjkelesh,,0,@USAirways your IVR hung up on me because of high call volume? I need help. Call me,,2015-02-22 16:19:05 -0800,O-H,
7339,569662513111023616,negative,1.0,Can't Tell,0.6891,Delta,,davisesq212,,0,@JetBlue you quite possibly ruined my entire first day in South Florida bc of your disorganization. #GetItTogether,,2015-02-22 16:58:21 -0800,New York City,Eastern Time (US & Canada)
7859,569168473194041344,negative,1.0,Cancelled Flight,1.0,Delta,,thisismysound,,0,@JetBlue waiting for a flight to FL for 1/2 marathon tmrw 4 charity. U bumped us 2a Late Flightr flight &amp; then Cancelled FlightLED IT. How can you fix this?,,2015-02-21 08:15:13 -0800,DC,Quito
8225,568588896218587137,negative,1.0,Can't Tell,0.6942,Delta,,Clagett,,0,@JetBlue my butt hurts.,,2015-02-19 17:52:11 -0800,Jamestown Virginia ,
13193,569917183385432064,negative,1.0,Customer Service Issue,0.6736,American,,J0eSmith,,0,@AmericanAir literally just stopped allowing people to wait in line for customer service. Incredible. From worst to no customer service.,,2015-02-23 09:50:19 -0800,,
12185,570267287883616256,negative,1.0,Flight Booking Problems,1.0,American,,marianela_mt,,0,@AmericanAir change fee = same price of new ticket... Not logical,,2015-02-24 09:01:31 -0800,,
11502,568064947214782464,negative,0.6762,Customer Service Issue,0.6762,US Airways,,GignacForLowell,,0,@USAirways for a response in 3-4 days? No thanks,,2015-02-18 07:10:12 -0800,"Lowell, Ma",
2632,568983296018751491,negative,1.0,Customer Service Issue,1.0,United,,The_CW,,1,@United has time to respond to everyone else's complaints but not mine. You just lost a customer,,2015-02-20 19:59:23 -0800,Ho-Flo/Columbus/NYC,Central Time (US & Canada)
7924,568972783234912257,negative,0.6854,Late Flight,0.3512,Delta,,thatsmypotpie,,0,@JetBlue appreciate the response Worst part is losing the non refundable hotel in Orlando. Your crew blamed wind! Hoping for no more delays!,,2015-02-20 19:17:37 -0800,Central Perk,Eastern Time (US & Canada)
9548,569882980992335872,negative,0.6987,Customer Service Issue,0.6987,US Airways,,MeeestarCoke,,0,@USAirways @AmericanAir 3 hours on hold got rebooked on a new flight yesterday. I asked for a new itinerary/confirmation email to be sent,,2015-02-23 07:34:25 -0800,BK,
2513,569149498183659520,negative,1.0,Cancelled Flight,1.0,United,,calebkelley,,0,@united My flight was Cancelled Flighted and I'm needing some help reFlight Booking Problems.,,2015-02-21 06:59:49 -0800,"Springfield, MO",
12739,570041195113492480,negative,1.0,Can't Tell,1.0,American,,Amrutafrika,,1,@AmericanAir are you guys intentionally trying to lose customers and money?,,2015-02-23 18:03:06 -0800,,
2369,569242387878428672,negative,1.0,Cancelled Flight,1.0,United,,cryfshr,,0,@united flight was Cancelled Flightled due to mechanical issues but when I ask for cab fare they say it was weather and can't help me,,2015-02-21 13:08:55 -0800,America,
7727,569303932691984384,negative,1.0,Can't Tell,0.6364,Delta,,MaliceDavericks,,0,"@JetBlue we saw one, he was as useless as the tsa agents who inspected my shoes",,2015-02-21 17:13:29 -0800,"Rochester, NY",
1913,569523231524319232,negative,1.0,Customer Service Issue,0.6796,United,,goldsteinmlg,,0,"@united. If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats""",,2015-02-22 07:44:54 -0800,,
11726,567793186698190848,negative,1.0,Customer Service Issue,1.0,US Airways,,bennymarkow,,0,@USAirways was rebooked but sucked big time. Crappy layover. Customer service very sub-par.,,2015-02-17 13:10:19 -0800,,
9701,569709103188197376,negative,1.0,Late Flight,0.3389,US Airways,,PeterPiatetsky,,0,"@USAirways we flew out, through and into good weather. when we landed,  another technical issue with gate. improve service or lose customers",,2015-02-22 20:03:29 -0800,Nebraska,Eastern Time (US & Canada)
4340,570301794850639872,negative,1.0,longlines,0.3438,Southwest,,tedm23,,0,@SouthwestAir poor performance all around! Paid for Express checkin weeks ago and can't even leverage it #bullshit,,2015-02-24 11:18:38 -0800,"Burlington, Ma",Central Time (US & Canada)
11588,567906248852533248,negative,0.7132,Can't Tell,0.7132,US Airways,,MindyPack,,0,@USAirways your saving grace was our flight attendant Dallas who was amazing. wish he would transfer to Delta where I would see him again,,2015-02-17 20:39:35 -0800,"salt lake city, utah",
11339,568194427904069632,negative,1.0,Customer Service Issue,1.0,US Airways,,NickAbel5,,0,"@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :(",,2015-02-18 15:44:42 -0800,,
3358,568497542100586497,negative,1.0,Customer Service Issue,0.6781,United,,rick4tkins,,0,@united I see you tweeting as little as 7 min ago. Are you just ignoring my CS request? #CantLogOutOfUnitedWifi,,2015-02-19 11:49:10 -0800,,
13395,569873993311916032,negative,1.0,Lost Luggage,0.6927,American,,GMFujarski,,0,@AmericanAir work would be much better with my lesson plans and music for my classes today.,,2015-02-23 06:58:42 -0800,,
12018,570268420140244992,negative,0.6712,Customer Service Issue,0.6712,American,,farfalla818,,0,@AmericanAir 4th flight rebooked to is NOT Cancelled Flighted! Woo-hoo. Going to make it to @LaGuardiaAir,,2015-02-24 09:06:01 -0800,"Plano, Texas",
11678,567822717665198080,negative,1.0,Customer Service Issue,1.0,US Airways,,mttdprkr,,0,@USAirways 2 and a half hours on hold... Hope it feels good to be a steaming pile of shit.  @AmericanAir paid far too much for you.,,2015-02-17 15:07:40 -0800,"Vancouver, WA",Pacific Time (US & Canada)
1258,569864108134301697,negative,1.0,Bad Flight,0.7003,United,,JohntheKiwi,,0,"@united Currently on UA862, 20 minutes of the worst turbulence I've ever experienced, and ZERO communication from the flight deck.",,2015-02-23 06:19:25 -0800,"Stumptown, Baby!",Pacific Time (US & Canada)
13840,569703866997952512,negative,0.6556,Can't Tell,0.6556,American,,TGDBandit,,0,@AmericanAir @Cowboycerrone  ratchet airway!. ......,,2015-02-22 19:42:41 -0800,,
13910,569691680661762049,negative,1.0,Bad Flight,0.3627,American,,agoldenbrown,,0,@AmericanAir after all that weve been through today as a courtesy to not allow a passenger with an oxgen tank sit up there is bad business,,2015-02-22 18:54:15 -0800,NYCATL,Eastern Time (US & Canada)
9898,569623211324735488,negative,1.0,Customer Service Issue,0.6939,US Airways,,MattressCC,,0,@USAirways is really good at deferring responsibility.,,2015-02-22 14:22:11 -0800,,Central Time (US & Canada)
14417,569618972535959552,negative,1.0,Customer Service Issue,1.0,American,,MarkPerlowitz,,0,@AmericanAir I need to order a special meal and I can't reach AA. Been on hold for over 2 hours,"[15.1659317, 120.5830548]",2015-02-22 14:05:20 -0800,,
13544,569837152332333056,negative,1.0,Customer Service Issue,1.0,American,,thelyandre,,0,@AmericanAir. For two days now I have been trying to reach #AmericanAirlines customer service to change my flight.,,2015-02-23 04:32:18 -0800,"Brooklyn, NY",
821,570065109420101633,negative,0.6957,Lost Luggage,0.6957,United,,michaelsalinger,,0,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",,2015-02-23 19:38:08 -0800,"mentor, Ohio",Eastern Time (US & Canada)
8819,567818543569317888,negative,1.0,Late Flight,1.0,Delta,,bioldame491,,0,"@JetBlue we are delayed, until he arrives",,2015-02-17 14:51:05 -0800,"New York, NY",Eastern Time (US & Canada)
11421,568128753223794688,negative,1.0,Flight Booking Problems,1.0,US Airways,,navydocdro,,0,"@usairways would it kill you to not let 3,000 miles expire",,2015-02-18 11:23:44 -0800,"okinawa, japan",
6447,567853059419856896,negative,0.6413,Bad Flight,0.6413,Southwest,,narrysslippers,,0,@SouthwestAir Im just praying you get me home alive,,2015-02-17 17:08:14 -0800,0/5 0/4,Eastern Time (US & Canada)
5678,568813634152849408,negative,1.0,Customer Service Issue,0.6809,Southwest,,CSENOJ,,0,"@SouthwestAir if you are going to be inconsistent enforcing your rules, I'd prefer you not randomly take it out on freq flyers that obey",,2015-02-20 08:45:13 -0800,,
9655,569757234260942848,negative,1.0,Customer Service Issue,0.6403,US Airways,,rossj987,,0,"@USAirways you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service",,2015-02-22 23:14:44 -0800,"Washington, D.C.",Eastern Time (US & Canada)
10262,569434598825992192,negative,1.0,Customer Service Issue,1.0,US Airways,,jj_zen_,,0,@USAirways @jtrexsocial exactly! How? I've been disconnected 3 times!!!!,,2015-02-22 01:52:42 -0800,,
12552,570110706588262400,negative,0.6758,Flight Booking Problems,0.6758,American,,meg4miles,,0,@AmericanAir hey! I have a name issue on my reservation can you help?,,2015-02-23 22:39:19 -0800,N to da Y to da C ,
